vendedor,precio,habitaciones,metros,planta,garage,ascensor,ubicacion,numero_planta,valor_garage,precio_total
Particular,140000,2,48,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,140000
Particular,304116,2,80,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,20000,324116
Particular,304461,2,80,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,20000,324461
Particular,304116,2,80,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,20000,324116
Particular,304461,2,80,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,20000,324461
Particular,244900,2,72,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,244900
Agencia,587000,2,105,Planta 10ª exterior con ascensor,False,True,Exterior,10.0,0,587000
Particular,550000,2,40,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,550000
Agencia,405000,2,79,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,405000
Agencia,247000,2,60,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,247000
Agencia,396000,2,84,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,396000
Particular,199000,2,62,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,199000
Agencia,379000,2,73,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,379000
Particular,260000,2,55,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,260000
Particular,260000,2,55,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,260000
Particular,995000,2,85,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,995000
Agencia,900000,2,80,Semi-sótano interior con ascensor,False,True,Interior,,0,900000
Agencia,209000,2,52,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,209000
Agencia,199000,2,59,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,199000
Particular,348000,2,53,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,348000
Particular,180000,2,55,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,180000
Agencia,359700,2,90,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,359700
Agencia,199000,2,69,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,199000
Particular,2100000,2,136,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,2100000
Agencia,579000,2,84,Bajo exterior con ascensor,True,True,Exterior,0.0,0,579000
Agencia,308000,2,57,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,308000
Agencia,700000,2,123,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,700000
Particular,590000,2,75,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,590000
Agencia,220000,2,58,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,220000
Agencia,485000,2,102,Planta 10ª exterior con ascensor,True,True,Exterior,10.0,0,485000
Agencia,490000,2,73,exterior con ascensor,False,True,Exterior,,0,490000
Agencia,685000,2,80,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,685000
Particular,955000,2,112,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,955000
Agencia,585000,2,60,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,585000
Agencia,760000,2,87,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,760000
Particular,530000,2,70,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,530000
Particular,350000,2,60,Bajo interior con ascensor,False,True,Interior,0.0,0,350000
Agencia,250000,2,69,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,250000
Agencia,700000,2,95,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,700000
Agencia,209900,2,60,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,209900
Agencia,998000,2,111,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,998000
Agencia,200000,2,68,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,200000
Particular,350000,2,56,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,350000
Agencia,315000,2,60,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,315000
Particular,270000,2,50,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,270000
Particular,320000,2,53,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,320000
Particular,549000,2,53,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,549000
Agencia,1890000,2,110,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1890000
Particular,105000,2,61,sin ascensor,False,False,No especificado,,0,105000
Particular,199500,2,103,sin ascensor,False,False,No especificado,,0,199500
Particular,230000,2,67,sin ascensor,False,False,No especificado,,0,230000
Particular,185000,2,63,sin ascensor,False,False,No especificado,,0,185000
Particular,167900,2,73,sin ascensor,False,False,No especificado,,0,167900
Particular,320000,2,89,sin ascensor,False,False,No especificado,,0,320000
Particular,288000,2,64,sin ascensor,False,False,No especificado,,0,288000
Particular,272500,2,68,sin ascensor,False,False,No especificado,,0,272500
Particular,255000,2,71,sin ascensor,False,False,No especificado,,0,255000
Particular,93000,2,66,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,93000
Particular,229000,2,40,Planta 2ª sin ascensor,False,False,No especificado,2.0,0,229000
Particular,749900,2,80,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,749900
Agencia,198000,2,50,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,198000
Particular,375000,2,63,Bajo interior con ascensor,False,True,Interior,0.0,0,375000
Particular,229000,2,40,Planta 2ª sin ascensor,False,False,No especificado,2.0,0,229000
Agencia,170000,2,40,Bajo interior con ascensor,False,True,Interior,0.0,0,170000
Agencia,349000,2,59,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,349000
Particular,379000,2,70,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,379000
Particular,670000,2,77,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,670000
Agencia,614520,2,82,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,614520
Agencia,330000,2,32,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,330000
Agencia,249500,2,50,Bajo interior sin ascensor,False,False,Interior,0.0,0,249500
Agencia,855000,2,107,Planta 1ª exterior sin ascensor,True,False,Exterior,1.0,45000,900000
Agencia,249900,2,77,Bajo exterior con ascensor,False,True,Exterior,0.0,0,249900
Particular,440000,2,75,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,440000
Particular,339000,2,55,Bajo interior sin ascensor,False,False,Interior,0.0,0,339000
Agencia,549000,2,170,Sótano exterior sin ascensor,False,False,Exterior,,0,549000
Agencia,650000,2,100,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,650000
Agencia,170000,2,40,Bajo interior sin ascensor,False,False,Interior,0.0,0,170000
Agencia,1470000,2,97,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,1470000
Agencia,305000,2,50,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,305000
Agencia,330000,2,32,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,330000
Agencia,280000,2,70,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,280000
Particular,195000,2,52,Entreplanta exterior sin ascensor,False,False,Exterior,0.0,0,195000
Agencia,1150000,2,116,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,1150000
Particular,1995000,2,139,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1995000
Particular,625000,2,65,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,625000
Agencia,399000,2,74,Bajo exterior con ascensor,False,True,Exterior,0.0,0,399000
Agencia,830000,2,185,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,830000
Particular,269000,2,58,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,269000
Particular,320000,2,87,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,320000
Particular,310000,2,58,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,310000
Particular,375000,2,62,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,375000
Particular,288000,2,76,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,288000
Particular,209000,2,55,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,209000
Agencia,229000,2,71,Bajo exterior con ascensor,False,True,Exterior,0.0,0,229000
Agencia,1950000,2,122,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1950000
Agencia,1349000,2,105,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1349000
Agencia,230000,2,63,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,230000
Particular,1250000,2,145,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1250000
Particular,229000,2,77,Bajo exterior con ascensor,False,True,Exterior,0.0,0,229000
Particular,1695000,2,135,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,1695000
Agencia,325000,2,63,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,325000
Particular,795000,2,104,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,20000,815000
Particular,640000,2,89,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,640000
Particular,575000,2,95,Planta 17ª exterior con ascensor,True,True,Exterior,17.0,0,575000
Agencia,497000,2,62,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,497000
Agencia,470000,2,45,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,470000
Particular,167900,2,81,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,167900
Particular,425000,2,75,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,425000
Agencia,149000,2,46,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,149000
Agencia,218000,2,60,Bajo exterior con ascensor,False,True,Exterior,0.0,0,218000
Agencia,350000,2,56,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,350000
Agencia,560000,2,70,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,560000
Agencia,840000,2,154,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,840000
Agencia,750000,2,69,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,750000
Particular,620000,2,54,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,620000
Particular,355000,2,38,Entreplanta interior sin ascensor,False,False,Interior,0.0,0,355000
Agencia,398000,2,85,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,398000
Particular,525000,2,70,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,525000
Agencia,234500,2,79,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,234500
Particular,470000,2,181,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,470000
Particular,590000,2,80,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,590000
Agencia,320000,2,53,Bajo exterior con ascensor,False,True,Exterior,0.0,0,320000
Particular,195000,2,60,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,195000
Agencia,230000,2,52,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,230000
Agencia,700000,2,99,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,20000,720000
Agencia,497000,2,61,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,497000
Agencia,287260,2,68,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,287260
Particular,349000,2,54,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,349000
Agencia,750000,2,80,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,750000
Particular,180000,2,47,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,180000
Agencia,640000,2,64,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,640000
Particular,225000,2,55,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,225000
Agencia,196000,2,44,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,196000
Particular,199000,2,57,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,199000
Agencia,1075000,2,111,Planta 9ª exterior con ascensor,True,True,Exterior,9.0,0,1075000
Particular,309000,2,69,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,309000
Particular,265000,2,72,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,265000
Particular,650000,2,90,Bajo interior con ascensor,False,True,Interior,0.0,0,650000
Particular,615000,2,60,Bajo exterior con ascensor,False,True,Exterior,0.0,0,615000
Agencia,238000,2,62,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,238000
Agencia,325000,2,63,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,325000
Agencia,219000,2,60,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,219000
Agencia,475000,2,65,Bajo interior con ascensor,False,True,Interior,0.0,0,475000
Particular,900000,2,80,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,900000
Particular,260000,2,53,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,260000
Agencia,380000,2,60,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,380000
Particular,1600000,2,146,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1600000
Particular,369000,2,90,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,369000
Agencia,3850000,2,191,Planta 6ª exterior con ascensor,True,True,Exterior,6.0,0,3850000
Particular,399000,2,85,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,399000
Agencia,340000,2,58,Planta 9ª exterior con ascensor,False,True,Exterior,9.0,0,340000
Particular,249000,2,69,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,249000
Particular,299900,2,54,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,299900
Agencia,350000,2,62,Bajo exterior con ascensor,False,True,Exterior,0.0,0,350000
Agencia,279000,2,66,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,279000
Particular,529000,2,92,Semi-sótano exterior con ascensor,False,True,Exterior,,0,529000
Particular,790000,2,80,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,790000
Particular,275000,2,56,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,275000
Agencia,195000,2,58,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,195000
Agencia,365000,2,55,Bajo exterior con ascensor,False,True,Exterior,0.0,0,365000
Agencia,950000,2,90,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,950000
Particular,425000,2,75,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,425000
Agencia,1642000,2,148,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1642000
Agencia,4500000,2,241,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,4500000
Agencia,358000,2,67,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,358000
Agencia,170000,2,98,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,170000
Particular,590000,2,100,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,590000
Agencia,1650000,2,126,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1650000
Particular,658000,2,72,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,658000
Particular,600000,2,135,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,600000
Agencia,309000,2,50,Bajo interior con ascensor,False,True,Interior,0.0,0,309000
Particular,219900,2,60,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,219900
Agencia,195000,2,50,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,195000
Agencia,238600,2,64,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,238600
Agencia,299000,2,71,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,299000
Agencia,499000,2,73,Planta 4ª interior sin ascensor,False,False,Interior,4.0,0,499000
Agencia,236000,2,86,Bajo exterior con ascensor,True,True,Exterior,0.0,0,236000
Particular,420000,2,92,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,420000
Particular,1480000,2,153,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,1480000
Particular,199999,2,77,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,199999
Agencia,565000,2,103,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,565000
Agencia,1300000,2,143,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1300000
Agencia,375000,2,57,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,375000
Agencia,625000,2,104,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,625000
Agencia,1050000,2,101,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,1050000
Particular,815000,2,76,interior con ascensor,False,True,Interior,,0,815000
Agencia,1550000,2,155,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1550000
Agencia,272400,2,42,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,272400
Particular,995000,2,75,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,995000
Particular,298000,2,55,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,298000
Agencia,320000,2,40,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,320000
Agencia,299000,2,66,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,299000
Particular,189900,2,60,Bajo exterior con ascensor,False,True,Exterior,0.0,0,189900
Particular,407900,2,103,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,407900
Particular,403900,2,96,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,403900
Particular,680000,2,119,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,680000
Agencia,750000,2,68,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,750000
Particular,327000,2,55,Bajo exterior con ascensor,False,True,Exterior,0.0,0,327000
Agencia,650000,2,123,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,650000
Particular,290000,2,76,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,290000
Particular,850000,2,160,Bajo exterior con ascensor,False,True,Exterior,0.0,0,850000
Particular,1150000,2,114,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1150000
Agencia,650000,2,123,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,650000
Particular,495000,2,80,Bajo interior sin ascensor,False,False,Interior,0.0,0,495000
Particular,620000,2,106,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,620000
Agencia,1750000,2,157,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1750000
Agencia,700000,2,50,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,700000
Agencia,590000,2,68,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,590000
Agencia,432000,2,92,Planta 6ª exterior con ascensor,True,True,Exterior,6.0,0,432000
Agencia,573000,2,65,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,573000
Particular,228000,2,58,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,228000
Particular,189000,2,49,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,189000
Particular,287000,2,58,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,287000
Agencia,550000,2,83,Bajo exterior con ascensor,False,True,Exterior,0.0,0,550000
Particular,375000,2,63,Semi-sótano exterior con ascensor,False,True,Exterior,,0,375000
Agencia,895000,2,80,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,895000
Particular,2200000,2,136,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,2200000
Particular,620000,2,85,Bajo exterior con ascensor,True,True,Exterior,0.0,0,620000
Particular,295000,2,69,Bajo exterior con ascensor,False,True,Exterior,0.0,0,295000
Particular,240000,2,38,Sótano interior sin ascensor,False,False,Interior,,0,240000
Agencia,208500,2,60,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,208500
Particular,650000,2,92,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,650000
Agencia,350000,2,98,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,350000
Agencia,429000,2,94,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,429000
Particular,530000,2,65,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,530000
Agencia,1245000,2,150,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1245000
Particular,176000,2,35,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,176000
Particular,630000,2,80,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,630000
Particular,549000,2,60,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,549000
Agencia,349900,2,64,Entreplanta exterior con ascensor,False,True,Exterior,0.0,0,349900
Particular,320000,2,56,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,320000
Particular,329000,2,67,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,329000
Particular,318500,2,85,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,318500
Particular,1086000,2,99,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,1086000
Agencia,349000,2,64,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,349000
Agencia,149000,2,44,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,149000
Agencia,354000,2,139,Bajo exterior con ascensor,False,True,Exterior,0.0,0,354000
Agencia,458000,2,90,Entreplanta exterior con ascensor,False,True,Exterior,0.0,0,458000
Agencia,580000,2,87,Planta 5ª interior con ascensor,True,True,Interior,5.0,0,580000
Particular,399000,2,89,Bajo exterior con ascensor,False,True,Exterior,0.0,0,399000
Agencia,975000,2,72,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,975000
Agencia,550000,2,75,Bajo interior con ascensor,False,True,Interior,0.0,0,550000
Agencia,650000,2,86,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,650000
Particular,850000,13,443,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,850000
Agencia,1200000,13,317,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,1200000
Particular,8300000,10,700,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,8300000
Particular,98000,1,59,Planta 2ª  sin ascensor,False,False,No especificado,2.0,0,98000
Particular,192000,1,78,Planta 1ª  sin ascensor,False,False,No especificado,1.0,0,192000
Particular,294500,1,74,sin ascensor,False,False,No especificado,,0,294500
Particular,173000,1,49,sin ascensor,False,False,No especificado,,0,173000
Particular,200000,1,70,sin ascensor,False,False,No especificado,,0,200000
Particular,510000,1,75,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,510000
Particular,598000,1,50,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,598000
Particular,98200,1,48,sin ascensor,False,False,No especificado,,0,98200
Particular,351000,1,48,sin ascensor,False,False,No especificado,,0,351000
Particular,245000,1,39,Planta 4ª interior sin ascensor,False,False,Interior,4.0,0,245000
Particular,98000,1,59,Planta 2ª sin ascensor,False,False,No especificado,2.0,0,98000
Particular,192000,1,78,Planta 1ª sin ascensor,False,False,No especificado,1.0,0,192000
Particular,294500,1,74,sin ascensor,False,False,No especificado,,0,294500
Particular,173000,1,49,sin ascensor,False,False,No especificado,,0,173000
Particular,168000,1,115,sin ascensor,False,False,No especificado,,0,168000
Particular,580000,1,143,sin ascensor,True,False,No especificado,,0,580000
Particular,493000,1,75,sin ascensor,False,False,No especificado,,0,493000
Particular,200000,1,70,sin ascensor,False,False,No especificado,,0,200000
Particular,237100,1,72,sin ascensor,False,False,No especificado,,0,237100
Particular,395000,1,45,sin ascensor,False,False,No especificado,,0,395000
Particular,400000,1,50,sin ascensor,False,False,No especificado,,0,400000
Particular,150300,1,58,sin ascensor,False,False,No especificado,,0,150300
Particular,130300,1,52,Planta 1ª sin ascensor,False,False,No especificado,1.0,0,130300
Particular,174500,1,63,Bajo sin ascensor,False,False,No especificado,0.0,0,174500
Particular,72000,1,20,No especificado,False,False,No especificado,,0,72000
Agencia,450000,1,79,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,450000
Agencia,226000,1,45,Bajo interior sin ascensor,False,False,Interior,0.0,0,226000
Particular,385500,1,121,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,385500
Agencia,339000,1,91,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,339000
Agencia,410000,1,84,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,410000
Agencia,255000,1,38,Bajo interior con ascensor,False,True,Interior,0.0,0,255000
Particular,495000,1,51,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,495000
Particular,549999,1,59,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,549999
Particular,245000,1,36,Bajo interior sin ascensor,False,False,Interior,0.0,0,245000
Particular,265000,1,43,Entreplanta exterior con ascensor,True,True,Exterior,0.0,0,265000
Particular,299000,1,48,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,299000
Agencia,292700,1,50,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,292700
Agencia,239000,1,45,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,239000
Agencia,189000,1,37,Bajo interior sin ascensor,False,False,Interior,0.0,0,189000
Agencia,480000,1,72,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,480000
Agencia,540000,1,62,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,540000
Particular,411000,1,59,Entreplanta interior con ascensor,True,True,Interior,0.0,22000,433000
Particular,699000,1,72,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,699000
Agencia,429000,1,58,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,429000
Particular,350000,1,65,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,350000
Agencia,185000,1,83,Planta 4ª,False,False,No especificado,4.0,0,185000
Agencia,295000,1,54,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,295000
Agencia,450000,1,57,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,450000
Agencia,295000,1,54,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,295000
Agencia,450000,1,57,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,450000
Agencia,550000,1,48,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,550000
Particular,400000,1,50,Planta 6ª interior con ascensor,False,True,Interior,6.0,0,400000
Particular,290000,1,84,Planta 1ª exterior sin ascensor,True,False,Exterior,1.0,0,290000
Particular,515000,1,87,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,515000
Particular,269900,1,64,Planta 8ª exterior con ascensor,True,True,Exterior,8.0,0,269900
Particular,309000,1,71,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,309000
Agencia,260000,1,45,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,260000
Agencia,730000,1,128,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,730000
Particular,495000,1,50,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,495000
Particular,105000,1,30,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,105000
Particular,419000,1,84,Bajo exterior con ascensor,True,True,Exterior,0.0,0,419000
Particular,295000,1,49,Planta 4ª interior sin ascensor,False,False,Interior,4.0,0,295000
Particular,375000,1,47,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,375000
Particular,210000,1,52,Bajo exterior con ascensor,False,True,Exterior,0.0,0,210000
Particular,550000,1,63,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,550000
Particular,160000,1,28,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,160000
Particular,350000,1,107,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,350000
Particular,330000,1,60,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,330000
Particular,399000,1,38,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,399000
Agencia,139000,1,38,Entreplanta exterior sin ascensor,False,False,Exterior,0.0,0,139000
Agencia,245000,1,46,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,245000
